red_mean,green_mean,blue_mean
147.0523,140.1497,126.3709
147.1595,140.3066,126.5474
147.1595,140.3066,126.5474
147.3506,140.4403,126.6688
147.3506,140.4403,126.6688
147.0154,140.0798,126.3212
147.0154,140.0798,126.3212
147.2067,140.335,126.5191
147.2067,140.335,126.5191
147.9346,141.0434,127.2638
147.9346,141.0434,127.2638
147.8013,140.9855,127.1109
147.8013,140.9855,127.1109
148.1298,141.2045,127.1462
148.1298,141.2045,127.1462
147.4853,140.5408,126.6326
147.4853,140.5408,126.6326
146.5536,139.6884,125.5662
146.5536,139.6884,125.5662
147.7044,140.5583,126.3882
147.7044,140.5583,126.3882
148.9622,142.0346,127.8857
148.9622,142.0346,127.8857
153.18,146.9809,133.6705
153.18,146.9809,133.6705
152.2481,146.1621,133.0876
152.2481,146.1621,133.0876
152.3838,146.3713,133.6403
152.3838,146.3713,133.6403
151.7348,145.8636,133.4333
151.7348,145.8636,133.4333
153.1355,146.7044,133.5399
153.1355,146.7044,133.5399
154.6666,148.5554,135.7081
154.6666,148.5554,135.7081
155.5207,149.5716,137.2395
155.5207,149.5716,137.2395
154.2368,148.5164,136.0417
154.2368,148.5164,136.0417
152.0158,146.0642,133.7141
152.0158,146.0642,133.7141
150.9043,144.3426,131.0855
150.9043,144.3426,131.0855
149.7348,143.2544,129.9566
149.7348,143.2544,129.9566
149.2813,142.3789,129.1238
149.2813,142.3789,129.1238
149.2071,142.1626,129.1356
149.2071,142.1626,129.1356
148.354,141.5722,128.5328
148.354,141.5722,128.5328
148.0233,141.1333,128.3099
148.0233,141.1333,128.3099
147.594,140.7802,127.9234
147.594,140.7802,127.9234
147.7046,140.8837,127.9885
147.7046,140.8837,127.9885
148.1744,141.1951,128.0974
148.1744,141.1951,128.0974
147.6754,140.7433,127.5739
147.6754,140.7433,127.5739
146.2408,139.172,126.1191
146.2408,139.172,126.1191
146.4878,139.4004,126.0096
146.4878,139.4004,126.0096
146.0456,138.9897,125.7346
146.0456,138.9897,125.7346
147.116,139.9002,126.8332
147.116,139.9002,126.8332
147.9999,140.7889,127.7808
147.9999,140.7889,127.7808
147.8232,140.9979,127.9218
147.8232,140.9979,127.9218
147.4238,140.4587,127.3582
147.4238,140.4587,127.3582
147.2516,140.2869,127.0416
147.2516,140.2869,127.0416
147.2309,140.3111,126.9746
147.2309,140.3111,126.9746
147.3247,140.2892,126.893
147.3247,140.2892,126.893
146.951,139.8776,126.6411
146.951,139.8776,126.6411
148.6623,141.6097,128.0037
148.6623,141.6097,128.0037
149.3348,142.0686,128.1648
149.3348,142.0686,128.1648
148.4088,140.8564,126.8168
148.4088,140.8564,126.8168
148.019,140.3138,125.7352
148.019,140.3138,125.7352
147.5465,139.4705,124.3587
147.5465,139.4705,124.3587
147.3337,139.2164,123.4219
147.3337,139.2164,123.4219
146.2816,138.7882,123.6086
146.2816,138.7882,123.6086
145.1214,137.3147,121.781
145.1214,137.3147,121.781
143.0378,134.7718,118.9726
143.0378,134.7718,118.9726
141.8448,133.5759,117.6212
141.8448,133.5759,117.6212
140.753,132.545,116.5781
140.753,132.545,116.5781
140.8134,132.814,116.8725
140.8134,132.814,116.8725
154.6181,146.3872,130.3745
154.6181,146.3872,130.3745
157.3965,150.0569,135.9053
157.3965,150.0569,135.9053
153.4139,145.7331,131.5772
153.4139,145.7331,131.5772
151.9376,144.2498,129.4339
151.9376,144.2498,129.4339
152.1016,145.4856,131.3558
152.1016,145.4856,131.3558
151.6837,144.9485,130.7365
151.6837,144.9485,130.7365
148.4782,141.6969,127.9292
148.4782,141.6969,127.9292
147.5352,140.7948,126.9923
147.5352,140.7948,126.9923
148.7995,141.8173,128.0781
148.7995,141.8173,128.0781
150.1691,143.7382,130.2949
150.1691,143.7382,130.2949
144.7031,137.9656,124.529
144.7031,137.9656,124.529
152.6544,146.0191,132.3275
152.6544,146.0191,132.3275
144.7562,128.8356,111.4596
135.4919,119.5639,103.0856
142.5759,123.8302,101.5144
145.8309,130.1573,112.2199
137.4681,113.7151,87.8636
142.5638,130.8617,115.7538
142.0975,126.4821,109.1522
137.0484,128.0974,114.4207
145.0926,124.1281,98.8896
141.1024,125.5658,106.2619
147.8228,131.5817,114.6968
146.7845,126.1767,102.9295
143.6683,120.0406,89.6698
134.3157,117.363,98.279
144.1843,127.5191,108.9379
146.4787,128.6099,107.5147
143.9605,125.2183,103.9788
162.743,159.51,149.6985
156.1467,155.8434,150.4494
136.9588,115.9695,93.4102
135.3988,117.1952,96.2727
136.5813,121.2631,102.5265
145.5684,122.8214,97.2288
142.9163,118.373,91.6586
142.9705,122.8475,99.9933
147.8114,124.9429,98.9937
156.5229,138.4994,113.5259
149.7527,140.1137,125.8147
139.9319,121.3838,100.1679
137.7611,120.7195,99.7445
136.7409,118.9125,98.8821
141.4645,126.6977,108.7732
135.1101,111.8817,85.3488
147.7294,140.2341,129.2464
135.8868,118.8837,98.4003
149.6813,131.9736,109.7977
149.1432,135.7416,118.8182
147.1597,127.8668,106.3604
138.2561,120.1481,91.5637
140.4796,116.7192,88.1028
129.4569,116.0981,97.8987
140.4199,115.841,82.9388
148.9692,129.6921,102.2512
137.9824,124.2863,109.5849
143.2404,116.9872,86.8841
133.2723,120.3031,105.3381
129.1315,115.1479,94.8624
135.6837,127.3737,113.307
131.8841,124.258,112.3049
128.0672,123.1632,114.9491
128.4662,123.8456,115.8576
123.5863,119.9543,112.599
126.61,113.8596,95.7989
129.0295,120.5293,104.9074
119.7602,116.7827,109.2394
133.6757,123.7421,110.3032
143.6864,137.1135,125.6444
133.1104,123.6618,110.1997
123.7786,116.9991,109.3138
134.9058,127.4269,116.2245
135.6325,128.7517,118.2047
134.4245,127.6404,116.9347
137.4824,123.6833,105.9708
131.8427,123.8104,111.383
130.5938,122.1594,109.5768
125.865,114.6559,97.6667
143.253,135.6877,123.9557
133.8516,127.9754,118.9779
148.7644,139.7368,125.8318
154.1088,149.2914,141.2095
146.8828,131.0409,106.6563
141.6584,127.6972,103.9334
141.904,134.7007,122.0894
120.1392,112.5185,101.7461
124.494,116.7887,104.9233
119.2247,113.3455,105.8113
114.1714,108.02,99.9042
122.1442,113.214,101.1035
120.9847,111.7042,99.0302
121.6817,113.4845,101.0866
126.7128,118.8607,107.5227
126.1776,117.9898,105.0878
130.6903,122.216,108.9541
117.4718,110.3765,98.7881
140.0285,131.2857,117.8659
129.8219,115.8183,91.8716
128.4012,121.7752,108.6448
128.9207,121.5927,106.4072
132.0018,116.3328,90.7805
135.2765,126.1304,105.5712
130.5186,119.3594,104.7073
143.4811,127.1971,107.1348
139.7839,111.2915,86.2978
149.1405,142.5572,127.2579
120.9261,115.7382,103.5007
114.9196,108.3551,96.3076
114.7944,108.762,96.1526
139.6492,126.119,102.2825
119.41,114.2057,100.7394
147.4977,136.3265,115.9258
136.3551,123.2939,103.0025
136.3551,123.2939,103.0025
133.8174,118.7997,101.5515
137.4397,119.194,99.5293
133.158,121.9977,107.0793
133.9073,118.0054,98.369
135.9782,112.6931,89.3578
131.6334,115.5759,97.0708
132.2436,119.3582,102.7636
140.1122,119.5161,96.2286
145.1116,124.8302,106.6369
123.3574,114.1147,103.3741
134.4861,109.3113,86.1512
132.3318,108.1221,85.5585
134.6422,124.4564,109.6546
135.376,124.1651,105.9917
139.3601,114.7753,89.6413
134.4781,122.4591,100.8125
132.4018,124.1018,110.1046
130.7721,122.9628,109.2704
132.5823,126.4645,117.9186
137.4882,133.7937,125.3845
121.9959,116.1057,104.2844
88.8704,71.9785,54.4764
141.092,121.981,100.96
151.0421,135.1291,117.0419
126.7549,112.8714,98.2904
154.787,138.5501,117.3403
163.5222,137.8146,112.1238
151.5786,126.5114,100.8587
153.897,126.4558,96.802
158.2139,131.7153,103.1374
138.0511,119.0952,99.2811
136.8584,117.1111,96.296
139.7628,117.7223,96.0332
132.5328,114.3601,94.2329
116.5589,109.3795,96.1945
133.3599,122.1046,111.2236
127.2242,116.9424,104.0977
125.92,111.3396,96.3637
124.1114,110.712,97.5427
133.1043,115.4797,93.2902
131.8055,122.9093,113.9241
135.9884,126.5813,116.7664
143.6874,122.4453,97.2062
141.2731,120.6604,95.77
144.6628,123.1239,97.57
141.0967,120.153,96.8237
139.8152,122.1814,101.4139
120.7916,115.991,106.7163
126.6051,120.6357,110.2202
127.953,120.5448,108.7527
126.3683,120.5999,110.3948
131.9414,123.0568,110.2996
132.6357,123.6118,110.7043
136.0172,127.6198,115.9326
132.8099,123.4308,111.8887
133.4735,116.8332,100.324
135.0768,121.3245,106.7145
134.6098,116.0827,94.8446
131.3364,118.3884,101.5925
139.7106,129.1823,114.8356
135.8601,122.6502,105.5841
125.0723,114.5006,102.2176
124.2493,113.0812,100.7673
126.8214,116.5552,104.2136
140.8743,119.2548,97.4609
141.0767,119.7712,95.2642
141.9876,126.0724,107.5504
139.6991,126.2487,111.181
137.9938,124.3929,109.1586
137.3489,125.3514,111.0093
132.0637,122.0653,110.6458
131.3798,121.1116,109.676
132.6086,121.8301,111.0116
131.9079,121.7585,111.9234
134.6794,125.0057,114.8262
150.2986,128.5551,108.4008
140.1426,119.5535,99.8289
142.9636,121.4446,101.6112
137.2772,115.4286,91.4699
139.0835,115.7946,92.0037
137.3667,114.7016,92.4021
136.5398,113.8627,90.3672
154.0427,137.1778,119.4317
147.927,130.9148,114.3523
146.9315,128.3879,109.3829
147.1255,130.734,115.0674
128.2132,121.3082,113.6109
133.2241,118.4793,104.0967
131.1489,116.6493,103.4146
128.4804,112.436,97.3482
128.602,113.797,98.8618
130.0201,114.7267,99.5495
126.9145,112.199,95.7895
128.6251,113.519,96.6138
129.4449,114.3938,97.2605
128.9596,112.586,96.6569
128.8444,112.6257,96.989
128.4499,112.1954,96.9339
128.7668,114.0576,98.596
127.8583,113.9669,99.1257
128.0709,114.9809,101.0139
126.8285,112.1742,97.7503
128.3987,112.4147,97.0125
127.906,112.5524,97.4687
149.5339,139.0293,126.7429
152.3577,136.9348,121.3818
148.5308,132.8919,116.9271
146.5783,132.0354,117.4704
138.6153,124.0228,103.9594
137.3784,122.6485,103.4081
137.5771,122.9109,103.4893
139.9516,126.4688,108.9693
137.1839,123.1386,104.8844
137.7271,124.8568,107.3664
137.8904,124.8466,107.4922
139.8275,127.6842,110.5732
139.3439,128.4647,112.8782
140.4224,120.9905,96.7657
141.3529,120.4787,93.9296
139.3882,117.9885,91.3876
139.7118,118.3716,91.5857
139.4403,117.5612,90.8433
140.5182,118.2746,91.1998
135.0095,117.9647,97.0643
133.4006,117.7918,98.2928
138.1652,121.0674,99.2306
120.9149,111.1086,94.4981
120.5568,111.3359,95.1057
121.1625,109.9417,92.487
121.6803,109.8925,91.1803
123.2417,111.8304,93.2269
124.4144,112.2491,92.7768
119.4983,108.5825,91.0708
122.2364,112.6605,97.5817
134.1366,120.8834,98.8918
100.2889,90.0436,70.2527
100.0128,89.9406,70.1606
101.4187,91.4184,71.943
101.1792,91.0034,71.1738
79.1258,71.9709,58.5491
97.1728,88.9646,73.2176
110.1642,101.1506,85.4926
93.2234,83.7237,68.4939
92.6153,84.6629,70.0894
96.3344,88.0578,73.6755
105.0945,96.776,82.1222
129.1392,121.8156,107.2725
128.0792,120.6489,105.9137
129.7998,122.2991,107.3719
129.5467,121.9767,107.1588
130.122,121.539,105.7386
133.1333,124.5207,108.9189
124.453,117.0754,102.1597
126.6984,118.9551,104.1764
130.2391,121.5874,106.5144
128.9845,120.3361,105.5032
128.9681,120.4462,105.3404
129.2912,120.515,105.709
113.3136,106.8368,93.6546
123.8929,117.3632,103.9089
119.0071,111.9313,97.767
152.359,129.9038,105.8378
151.6075,129.3529,105.5935
151.9997,129.3085,104.9462
152.8361,130.0175,105.2781
151.5243,129.8319,105.5279
154.8695,132.0067,106.873
153.6253,131.1177,106.305
160.9016,138.938,112.7991
158.9095,137.1356,111.444
159.2286,137.357,111.1884
103.6308,95.7178,79.4144
159.3373,137.6381,111.8543
159.2807,137.6991,111.6665
159.1683,137.6276,111.7522
158.7247,137.1733,111.1875
156.4547,135.3133,109.978
154.2239,133.2033,108.1674
149.9632,126.7571,101.0699
150.536,127.2727,101.7438
150.7629,127.271,101.6694
150.5261,126.9586,101.2957
150.4885,127.0526,101.1842
152.7356,119.1104,82.9875
153.7353,119.9363,83.1818
153.9407,120.4032,84.0589
151.6047,124.1637,94.4491
157.6903,131.1899,102.7508
156.3719,129.8704,101.2937
157.9255,127.1292,91.6013
153.1773,121.9553,87.7297
158.9327,135.4203,109.8949
160.0929,136.3504,110.7814
159.3384,135.7738,110.011
159.3301,135.5828,110.0812
159.5773,135.6033,109.8383
157.5318,133.7688,107.1856
157.3091,133.1921,106.9844
157.4435,133.6862,107.3044
156.8993,132.8768,106.5481
151.8336,126.5822,99.1932
154.1634,127.2332,98.6436
153.8711,127.4872,99.9505
154.5167,128.8343,103.2677
138.9293,119.2285,99.4881
138.5895,112.1168,86.2844
136.9016,111.1759,85.7009
133.0911,107.1207,82.0454
134.2646,108.3095,84.0235
142.2012,118.1168,92.5831
143.1713,120.0518,96.378
143.0016,123.894,105.8569
154.6158,131.3928,106.9784
156.2379,132.2098,107.0797
154.2201,130.7185,105.9972
159.6775,133.1314,103.4226
161.1784,134.9143,105.4613
160.8144,134.1112,104.1396
162.0945,135.8642,105.8914
159.4141,133.5722,106.1602
160.8135,135.2797,108.1552
153.7416,126.5973,99.5957
153.5066,126.6912,98.9379
158.277,135.9784,113.0452
156.4629,130.1684,102.9302
158.9362,132.244,104.127
145.8133,120.0636,94.0508
145.8082,119.9704,94.0721
145.971,120.6615,95.4056
148.9358,127.3384,104.4179
145.0455,124.8422,103.5213
154.9229,128.6245,101.4898
155.7061,130.8788,103.4591
152.5926,128.3583,101.7809
154.4494,129.7324,102.8109
149.2394,122.6471,95.2294
148.5316,122.5173,95.9462
134.8792,120.5599,102.364
134.8637,115.5946,94.4803
134.096,118.2172,98.2283
134.1353,117.9732,97.7819
133.8789,117.7986,97.6123
133.1735,116.9514,96.6671
135.8216,119.2251,99.4713
132.89,116.3386,96.4186
127.6828,107.41,86.6353
127.9334,108.4459,87.9768
129.7668,108.6686,85.9409
129.5643,108.2917,85.4978
127.42,106.6503,84.1955
133.5255,117.3462,97.4669
133.5699,117.4503,97.5337
133.6791,117.67,97.7718
133.8236,117.495,98.1079
129.9154,111.3232,89.804
128.9022,110.8379,89.3569
127.7572,109.9078,88.4498
128.3047,110.1628,88.9868
128.0911,110.09,89.1483
128.991,111.0776,90.1892
128.6737,110.7336,89.9635
152.0845,140.7442,129.4848
153.6992,143.0906,132.0133
152.8854,140.8771,129.5661
153.165,141.9854,131.8195
153.5461,141.7554,130.3919
154.6923,145.7022,135.8809
125.5817,114.1462,100.0275
127.096,115.4645,101.3517
126.5508,113.9258,98.6678
127.1895,114.769,99.3956
130.4161,117.792,102.1952
123.9725,111.0005,96.1191
125.0267,112.169,97.1327
127.6575,118.0569,104.5426
127.9621,119.2548,105.7284
128.8014,120.0783,106.5664
128.0366,119.2159,105.5086
128.4147,119.559,106.2575
129.844,120.6249,107.3423
129.4265,119.5071,104.9338
130.1834,120.7143,107.3122
130.1679,120.7891,106.9287
129.3834,120.2338,106.5973
130.1798,120.7016,106.9837
128.6972,119.4192,106.0355
129.5887,121.4208,108.857
128.2172,120.0935,107.4701
126.9544,119.0025,106.5589
123.7901,115.9678,103.7771
122.35,113.8512,100.6867
123.4851,114.6042,101.3719
125.6169,116.4509,102.8435
124.4055,115.6687,102.4055
123.2018,114.0891,100.9816
122.3537,113.7314,100.5175
123.1841,114.4748,101.1839
122.5939,113.8787,100.7244
123.4541,114.551,101.3093
123.6637,114.6479,101.3792
124.3001,115.6239,102.1698
123.5254,114.6902,101.3419
129.4035,119.8691,100.1086
128.7742,119.357,99.4855
130.0865,120.476,101.0233
129.7122,120.2814,100.8299
128.6276,119.2608,99.7274
127.4445,118.058,98.42
128.0197,118.3669,98.7472
129.1011,119.4189,99.8524
128.9126,119.1746,99.5544
127.2486,117.4817,97.522
128.072,118.1345,98.1932
128.5469,118.6895,98.7556
128.2505,118.7918,98.7566
128.1337,118.275,97.9699
128.5978,118.7597,98.5089
127.3872,117.6804,97.5439
126.9828,117.1471,97.1008
127.5727,117.9717,97.8426
127.5637,117.7124,97.8738
125.0245,114.9024,100.9909
123.4102,113.9613,100.6294
125.8356,116.1248,102.6416
126.4633,116.777,103.456
126.2998,116.5429,103.3342
125.867,116.1781,103.0095
126.8499,116.7049,102.7866
125.1806,115.34,101.3093
126.5421,116.6746,102.7418
127.2283,117.0429,103.1291
127.0881,116.8161,102.9421
131.9689,121.7488,108.2465
133.6079,122.6621,108.4819
132.8501,120.9571,106.9188
132.5617,120.7902,106.4896
132.8715,121.5615,107.4815
134.3849,123.4401,109.42
133.8394,122.63,108.7354
133.8437,123.3479,109.8201
123.497,114.5415,101.9948
125.6839,117.2235,104.7207
127.0651,118.7563,106.8023
127.0509,118.0542,105.1503
126.8821,118.2819,104.9346
127.2414,118.5552,105.4358
126.8154,117.593,104.7146
126.2962,116.9827,104.0505
126.9026,117.6336,104.2434
124.4914,116.3711,103.9495
124.537,116.2197,103.815
126.1458,118.1329,105.6117
126.8697,119.0989,106.7846
126.643,118.722,106.6438
126.513,118.9562,106.2885
127.3445,119.3783,107.8857
124.6067,117.192,106.6406
123.4372,116.1558,105.0274
124.3815,116.5402,104.3474
122.7106,115.2292,104.4635
126.2154,118.9632,108.2802
124.2392,111.8796,99.441
125.4668,113.4877,100.9366
125.0272,111.8303,98.0334
125.39,112.3282,98.4133
124.5678,111.1212,96.809
124.6521,111.0013,96.6916
126.6588,112.5333,97.7151
125.0654,112.0966,97.9298
124.2137,111.4043,97.3985
124.5201,112.0318,98.2775
124.6986,112.5458,99.2042
126.0078,114.2301,101.7245
124.2473,112.2822,99.1313
124.0042,111.9836,98.5227
125.1538,113.351,100.3172
124.821,113.0281,100.0282
124.9175,112.8483,99.6086
131.9989,121.0126,105.0792
136.0738,126.2926,111.9024
139.6517,127.8344,110.1659
137.9457,124.0643,104.5985
139.1203,125.465,106.5149
127.5033,118.3827,101.7121
127.5033,118.3827,101.7121
127.5033,118.3827,101.7121
125.2011,115.8625,100.3573
125.2011,115.8625,100.3573
125.2011,115.8625,100.3573
125.6128,115.682,99.0111
125.6128,115.682,99.0111
125.6128,115.682,99.0111
126.1412,116.2155,99.5934
126.1412,116.2155,99.5934
126.1412,116.2155,99.5934
126.0702,116.0059,99.5541
126.0702,116.0059,99.5541
126.0702,116.0059,99.5541
126.0397,115.9528,99.5233
126.0397,115.9528,99.5233
126.0397,115.9528,99.5233
125.9119,116.0564,99.6203
125.9119,116.0564,99.6203
125.9119,116.0564,99.6203
126.3613,116.5568,99.9638
126.3613,116.5568,99.9638
126.3613,116.5568,99.9638
126.2159,116.2733,99.7239
126.2159,116.2733,99.7239
126.2409,116.3698,99.8319
126.2409,116.3698,99.8319
126.0738,116.3373,99.7177
126.0738,116.3373,99.7177
126.9953,117.1552,100.4633
126.9953,117.1552,100.4633
126.7481,117.1015,100.2431
126.7481,117.1015,100.2431
126.8186,116.9943,100.3063
126.8186,116.9943,100.3063
126.8715,116.6594,99.9201
126.8715,116.6594,99.9201
126.5007,116.5202,99.7396
126.5007,116.5202,99.7396
126.6329,116.6387,99.7249
126.6329,116.6387,99.7249
124.5264,106.7269,88.2241
121.4018,102.7687,85.3589
122.2481,101.7556,83.1032
122.6163,102.0465,83.504
123.3258,102.2022,82.9125
123.5395,101.8502,82.029
123.2011,100.7817,80.3103
122.6678,100.6058,80.4192
122.9501,100.7847,80.7759
123.7325,101.4836,81.4814
123.9218,102.6625,82.6474
124.0161,102.8001,83.5234
123.1488,101.8549,82.0627
123.7208,101.6656,81.7318
124.5822,102.0967,81.8289
128.8363,117.8263,101.2978
128.8363,117.8263,101.2978
127.5642,116.615,100.6953
127.5642,116.615,100.6953
130.3271,117.8091,99.7329
130.3271,117.8091,99.7329
130.4367,117.91,99.3807
130.4367,117.91,99.3807
127.6799,115.1691,97.0786
127.6799,115.1691,97.0786
127.9585,115.4584,97.2153
127.9585,115.4584,97.2153
126.9339,114.3745,96.3859
126.9339,114.3745,96.3859
128.7654,116.2828,97.7904
128.7654,116.2828,97.7904
128.3507,115.9162,97.7934
128.3507,115.9162,97.7934
127.755,115.4115,97.3073
127.755,115.4115,97.3073
126.7919,114.5873,96.8488
126.7919,114.5873,96.8488
126.2652,113.9721,96.1247
126.2652,113.9721,96.1247
128.696,116.3197,98.8202
128.696,116.3197,98.8202
131.2998,103.3854,77.7652
130.7773,102.2257,77.8137
131.8092,103.0655,77.6316
132.5786,103.5705,78.1652
131.5492,101.1178,74.2037
132.6983,102.5962,76.2956
134.8601,106.1922,81.3899
133.3899,104.956,80.6393
135.6039,107.2399,83.1297
134.3203,104.5255,79.2595
132.4871,104.4529,82.2496
133.3949,105.3196,82.3749
125.6216,112.7731,95.8039
125.6216,112.7731,95.8039
127.5287,115.6167,99.0857
127.5287,115.6167,99.0857
128.1742,114.9368,96.7478
128.1742,114.9368,96.7478
127.471,114.3562,96.1696
127.471,114.3562,96.1696
126.0855,113.5974,96.0883
126.0855,113.5974,96.0883
127.0108,114.5639,96.4567
127.0108,114.5639,96.4567
128.2165,116.1994,99.2482
128.2165,116.1994,99.2482
126.6759,114.6613,97.8982
126.6759,114.6613,97.8982
127.7737,116.6593,101.342
127.7737,116.6593,101.342
128.2459,114.5159,97.1863
128.2459,114.5159,97.1863
132.2259,119.0845,101.0678
132.2259,119.0845,101.0678
127.8274,117.9358,99.8417
124.9092,114.7378,96.6908
125.8211,115.5306,97.2138
125.7871,115.5832,97.2527
125.9644,115.8671,97.0141
126.5189,116.5087,97.7892
128.1091,117.9527,99.1483
126.7507,116.5647,97.8143
126.2086,116.069,97.7882
126.0526,115.741,97.2735
134.5664,119.8879,102.5028
139.0998,121.5138,101.5573
137.9904,121.0413,101.1614
136.7527,120.4574,101.7385
137.8209,122.1059,103.659
137.8697,121.7531,103.3642
138.5307,122.5937,104.5737
137.9177,121.8358,103.7674
137.6231,121.4208,103.2929
125.7579,110.2963,88.5488
139.5842,124.7658,106.5809
136.5818,123.5889,108.1252
143.0839,130.1875,114.2179
139.4433,125.9163,109.2806
140.1711,126.4088,109.589
140.3381,126.6629,110.1194
142.0897,128.1689,111.3243
139.9189,126.2885,109.8437
138.3555,126.1007,111.3194
141.5569,128.8712,112.9271
139.9616,126.5294,110.3929
143.4913,130.074,113.4672
140.9801,127.6591,111.1351
140.2485,126.7823,110.7428
142.4338,129.0264,112.841
141.4275,128.7845,112.9858
139.5944,127.1533,112.1667
141.4715,128.932,113.3821
128.5635,115.0236,100.7392
128.199,114.8342,100.5064
129.7974,115.2941,100.3203
129.2512,114.7642,99.4615
129.1599,114.8139,99.6521
129.7133,115.4022,100.4533
130.8343,116.4635,101.4615
128.741,114.5134,99.4736
128.9633,114.6095,99.482
129.6389,115.3181,100.2097
128.4102,114.056,99.0936
130.2635,115.8915,100.7165
129.1064,114.4825,99.5953
130.3577,115.6244,100.2135
130.0225,115.606,100.7396
128.6197,114.0585,98.8212
130.3422,115.9361,100.6569
133.168,115.735,97.7014
131.8336,115.2909,98.352
131.3821,116.0315,100.7027
131.2962,115.2442,99.4108
131.0586,115.573,100.453
132.4499,116.7912,101.3711
132.1555,115.7093,99.2419
127.5983,114.0299,97.4394
125.3364,112.2143,96.3345
125.0612,112.0147,96.2424
124.7091,111.6734,95.7189
125.284,111.3849,94.8776
125.4944,111.7619,95.2325
125.2618,111.4795,95.3503
125.5213,111.8084,95.1771
126.0175,112.0912,95.6692
126.0839,112.1795,95.6777
126.0383,111.929,95.1814
126.5398,112.5516,95.78
125.8168,112.0032,95.6967
163.6647,139.2377,112.0838
163.0042,138.7047,111.2812
163.0734,138.7794,111.8397
163.1292,138.6692,111.8002
164.1314,139.617,112.6758
155.6498,132.4757,106.46
163.9123,139.4709,112.3411
163.33,138.3938,111.1139
164.8222,139.9481,112.3436
164.7007,139.7023,111.9829
166.594,141.1737,113.3431
166.2355,140.8891,113.1521
166.0336,140.2553,112.18
166.5491,140.8942,112.496
166.9544,141.2704,113.1381
166.501,140.719,112.3605
166.7656,140.9419,112.761
160.1082,135.6717,108.7528
160.6657,136.2095,109.2842
158.4876,133.794,106.9722
158.8318,134.0416,107.2143
158.7879,133.8893,107.1617
158.9763,133.7343,106.2853
160.2945,133.847,105.7372
148.9824,122.3126,97.2679
147.4076,119.5517,93.2106
148.2437,121.3945,95.7149
146.7818,119.6158,93.6905
146.4525,118.6365,93.3531
144.9234,117.7983,92.279
144.9848,118.1778,92.2361
146.3456,118.7958,93.8492
143.048,115.9471,91.2699
146.0956,119.0005,93.324
162.2631,139.4392,114.728
161.231,138.7334,114.3429
161.3158,138.5566,113.985
161.7846,139.1704,114.7395
161.7035,138.9212,114.6653
153.8548,129.8523,105.1803
148.6211,126.0645,103.1176
148.8814,126.3645,103.5812
149.0805,126.6546,104.0039
150.7505,128.4738,105.6801
151.5892,129.0842,106.2697
152.8038,130.463,107.5405
152.5695,130.1832,107.454
152.684,130.2988,107.3765
148.925,127.2049,104.4099
143.1465,120.8224,96.7633
142.3186,120.0916,95.8305
141.6872,119.3453,95.5784
141.5208,119.5362,95.2376
141.6021,119.2932,94.6944
141.2531,118.7637,94.2974
161.74,138.7349,112.9373
161.8118,138.9405,113.5053
161.3018,138.3819,112.9381
162.4529,139.2878,113.5178
165.7337,142.2156,115.8055
162.7819,139.4038,113.0505
161.428,137.9908,111.5105
159.3932,136.0138,110.5767
158.415,135.2616,109.5551
159.5164,131.9065,105.4983
168.0079,137.8895,108.526
155.8944,129.3193,103.7121
162.6582,134.8003,107.5348
161.0259,132.4854,105.0962
158.7023,130.7722,103.992
159.6026,131.1014,103.7756
162.4922,133.268,105.3144
166.9791,136.9021,107.2277
163.6689,134.5976,106.0472
161.6932,132.2278,103.5083
168.3795,138.0615,107.7435
165.6822,135.0718,105.0135
157.0059,128.2934,100.2235
159.237,129.6853,100.4538
160.1693,130.4238,100.7505
157.1757,130.0492,103.8884
160.5997,130.7944,101.5085
161.4706,131.5589,102.0625
157.3118,128.5809,100.5878
158.2011,129.5692,101.391
159.9924,130.2019,101.1965
161.902,131.7264,102.1167
161.3311,131.0831,101.1905
155.5826,125.8715,96.3922
156.8234,127.6269,98.9605
154.0384,125.4868,97.4435
160.9509,130.3664,99.7495
156.5245,126.9557,98.8201
154.1183,125.1638,97.7166
144.1024,116.549,91.2878
144.1491,117.1263,91.5519
154.0389,126.8505,101.1927
154.5684,124.5202,93.9003
155.0172,125.1403,95.1069
158.9193,128.3398,97.8687
159.9152,128.786,97.4953
160.0153,128.7483,97.0115
157.1376,126.4679,96.1609
152.0764,122.2363,93.0403
154.6312,125.1193,96.7806
148.327,119.192,92.1094
142.4972,114.5748,88.641
144.4373,116.5151,90.1124
146.111,117.5838,90.914
154.3155,124.4758,95.2529
156.3353,126.3466,96.338
156.4827,126.264,96.3497
154.9623,124.4389,93.6045
153.7678,123.6279,93.6868
154.0279,124.7106,95.3113
152.7198,123.2374,94.2382
154.0074,124.245,95.3836
152.9944,123.2871,94.3136
153.0698,124.0031,95.643
151.2655,121.8131,93.3462
150.7181,121.5084,93.1513
158.9367,128.9684,99.4078
157.0325,127.0941,97.8927
152.1103,123.5309,97.0175
144.3784,116.1152,90.9097
139.5224,112.1569,87.2277
146.685,118.0939,91.4409
147.2646,118.5191,92.1688
150.8139,121.432,94.0544
154.8228,125.5639,97.8321
150.1096,121.5528,95.6242
153.0304,124.566,97.942
150.0727,121.8468,95.7354
151.1091,121.281,91.953
150.8763,120.4502,90.5834
151.0583,121.2807,91.7739
156.1531,126.9142,98.2296
152.829,124.2314,97.4185
151.0434,122.2728,95.3949
127.4403,110.5222,88.9332
