red_mean,green_mean,blue_mean
144.4146,130.0637,109.5896
142.0681,127.8343,107.6571
140.9474,126.8671,106.5987
138.6625,124.9121,105.1139
138.6033,124.644,104.7128
141.4262,127.4137,106.7833
142.4509,128.816,109.1579
144.3261,131.1446,112.2351
146.171,133.2119,113.9129
142.4737,129.6773,111.1418
140.6708,127.9906,109.366
139.0565,126.4675,107.9086
138.579,125.9718,107.7645
138.987,126.3741,107.8638
138.5647,126.039,107.6031
138.6001,125.8598,107.3497
137.5743,124.892,106.173
136.4079,123.6552,105.0242
135.8334,123.0848,104.4569
135.4615,122.5655,103.7111
134.0926,121.1748,102.2377
132.9958,120.1309,101.3835
133.356,120.3749,101.146
133.3166,120.0708,100.8764
132.8051,119.4261,100.1699
132.897,119.3681,100.2767
134.2579,120.7459,101.4486
133.2153,119.743,100.6189
134.0634,120.516,101.3019
134.5786,121.3362,102.4436
138.6458,125.5696,106.2964
139.5838,126.5278,107.8821
138.0145,124.9459,106.6744
136.9522,124.1044,105.5465
135.0925,122.2282,103.5125
133.6388,120.9121,102.4792
132.95,120.2392,101.994
135.2106,122.2859,104.062
135.5683,122.8482,104.9093
133.7523,121.0925,103.2372
129.5558,117.1656,99.931
133.3267,120.5575,102.6672
137.9458,125.0208,106.8087
139.3055,126.0931,107.3
137.0274,123.693,104.8243
137.6553,124.2573,105.0839
136.6688,123.088,104.2355
131.1422,117.5581,99.0067
129.0974,115.2344,96.5168
132.8546,119.168,99.7116
135.4866,121.9169,103.011
136.194,122.8691,104.1674
135.0154,121.6383,103.5759
133.7006,120.4675,102.4617
133.8666,120.7051,102.7312
133.6668,120.3795,102.5863
132.7802,119.5602,101.7135
132.012,118.9945,100.9421
131.791,118.6335,100.7202
131.7526,118.5733,100.5984
131.8365,118.5752,100.7276
132.4123,118.9959,101.0636
132.8536,119.5041,101.4031
132.2071,118.7436,100.6904
131.783,118.2249,100.3049
131.6526,118.1848,100.1381
132.1637,118.7285,100.6755
131.8452,118.5391,100.1026
131.0007,117.4819,99.3355
129.608,116.3088,97.663
132.4468,118.9803,100.2551
137.342,124.1112,105.2675
136.9315,123.4924,105.1716
135.0713,121.7513,103.7621
135.725,122.5815,104.4013
136.0031,122.899,104.9889
138.0316,125.212,107.3649
140.654,127.5776,109.5794
139.0562,125.7518,107.7056
140.2062,126.8958,108.5302
140.4244,126.9,108.2903
140.491,126.7374,108.3457
141.8901,128.2457,109.6361
141.6486,128.1117,109.3157
141.2752,127.6872,108.8737
137.4682,123.853,105.804
135.3256,121.8929,104.1679
136.7993,123.2503,105.1945
134.6451,121.2203,103.8765
134.9794,121.728,104.1045
134.8872,121.4536,104.337
135.9969,122.6868,105.4959
137.1822,123.6727,105.9156
136.4205,122.9647,105.2691
136.6865,123.2834,105.4194
136.4396,122.89,105.2913
137.4722,123.9921,106.2152
139.0061,125.4981,107.8178
139.6663,126.3945,108.413
139.1611,125.5395,107.8153
130.0751,120.0013,105.6487
132.5265,122.4913,108.3434
131.5577,121.7024,107.7793
131.4372,121.3198,107.2676
130.8281,120.647,106.6361
130.8106,120.673,106.3874
130.2965,120.0511,106.0284
129.7323,119.7265,105.4109
128.1479,117.904,103.7421
126.702,116.7096,102.5972
128.8519,118.63,104.4315
129.9795,119.6366,105.1687
130.1434,120.0004,105.5461
129.7842,119.6013,105.2838
130.6268,120.3901,106.1789
129.1333,119.0851,105.3565
129.0151,119.0569,105.1661
131.0624,121.2729,106.6949
131.6351,121.5202,106.9239
129.9196,119.8785,105.6299
128.8117,118.842,104.5543
126.7691,116.9558,102.5728
127.2725,117.5994,103.1516
126.1613,116.3325,102.2548
126.1819,116.1954,102.4031
128.4079,118.4487,104.53
129.4797,119.6901,105.7321
129.9249,120.1005,106.4042
130.8452,120.9385,107.2203
131.7321,121.6951,107.7387
132.3889,122.1946,107.9962
130.5367,120.5651,106.1406
128.6097,118.5017,104.6978
127.2975,117.1107,103.6117
128.0148,118.0536,104.2474
128.5899,118.7334,104.9622
127.6828,117.7617,104.0209
128.31,118.2929,104.5512
126.0437,116.1979,102.8956
126.2379,116.4393,103.006
129.6191,119.7229,105.8874
131.8064,121.7024,107.5751
131.1244,120.9736,106.6232
129.4379,119.2321,105.219
134.962,124.8847,110.3673
139.0755,128.8289,114.1042
137.4456,127.4477,113.0931
133.1123,123.5408,109.3112
130.6095,121.198,107.2566
131.5189,121.8127,108.1399
135.5438,125.9287,111.5428
137.1898,127.2857,112.8813
134.3968,124.6814,110.7136
134.0392,124.4755,110.6282
132.7533,123.4875,109.6431
129.7704,120.3436,106.3693
126.6846,116.8274,102.9703
128.0805,118.1139,103.7213
129.6783,119.402,104.7909
129.5593,119.2109,104.8787
132.8698,122.3537,107.5058
132.6431,122.2607,107.6177
130.4307,120.1574,105.5026
131.9519,121.5052,106.8204
132.4075,122.0492,107.2705
132.9873,122.8674,107.8328
133.8551,123.6487,108.9913
133.636,123.2852,108.4446
132.3097,122.1254,107.4107
131.8134,121.66,107.1355
131.944,121.8651,107.3025
133.7518,123.5808,108.9163
135.5372,125.3714,110.5589
135.5724,125.3518,110.4928
131.8019,121.4384,106.9998
127.3408,117.1219,102.6661
128.0317,117.6505,102.9609
132.3159,121.7609,106.2238
134.0522,123.2451,107.4515
131.7677,121.098,105.8159
133.033,122.5827,106.8815
132.5489,122.1254,106.5934
131.9166,121.5105,106.1754
133.4041,123.2476,107.9684
136.4233,126.0622,110.2557
136.7849,126.724,110.9683
132.7748,122.8735,107.895
128.1993,119.3562,106.6709
127.0193,118.134,105.566
125.0537,116.4848,104.0296
127.2468,118.7704,106.0866
129.2412,120.7349,107.7159
129.3561,120.8182,107.8822
129.3811,120.8572,108.127
127.2664,118.9685,106.3488
127.3105,119.087,106.5163
127.2721,119.2358,107.3772
126.7825,118.7548,107.2119
126.3227,118.3524,106.7558
127.2155,119.2176,107.4645
126.7629,118.9548,107.494
126.5698,118.8405,107.479
126.4725,118.802,107.6387
126.8131,119.1534,108.1227
128.6877,121.1264,109.6832
129.3033,121.8103,110.3049
127.1325,119.3205,107.833
126.3486,118.3167,106.6264
126.1077,117.9618,106.0527
125.2909,116.9162,105.312
126.0249,117.5612,105.5902
126.5953,117.4721,105.1523
132.6069,123.546,110.7755
128.6553,119.7425,107.6466
129.5851,120.6144,108.419
129.3036,120.4123,108.2133
133.1496,124.1698,111.3259
132.9617,123.9891,111.0747
136.1536,126.6388,113.4252
136.7022,127.2276,114.0374
135.9552,126.8401,113.882
138.1364,128.9306,116.3655
139.3231,130.5789,118.1847
138.2507,129.8199,117.3231
138.0497,129.8675,117.8561
137.4006,129.6164,117.7859
137.7407,129.9563,118.4458
138.5311,130.8928,119.442
138.5359,131.0362,119.7334
137.9602,130.6796,119.3998
137.9885,130.7477,119.7594
137.4963,130.2761,119.4088
137.0997,129.4807,117.3552
136.4924,129.1729,117.0382
135.705,128.4911,116.4878
135.4226,127.9449,115.8061
135.6268,127.7572,115.2146
134.671,126.6694,113.969
132.8161,125.0556,112.5615
131.3574,123.7537,111.3628
130.1873,122.6617,110.1306
128.6009,120.9039,108.9017
127.8124,120.2904,108.361
127.8384,120.46,108.4904
128.3881,120.601,109.1753
127.7061,120.1042,108.5637
126.6549,119.0756,107.5403
125.6304,118.0106,106.5567
124.3737,116.5536,105.1469
121.5215,113.477,102.3414
119.9796,111.8778,101.2227
120.4705,112.4314,101.844
122.8499,114.3763,103.9528
125.8305,117.3052,106.241
127.8545,119.3847,107.9639
127.9059,118.9131,107.7474
126.9128,118.0123,106.7698
126.9566,118.2935,107.0988
129.4757,120.8173,109.1745
133.8388,125.0371,113.3578
131.2939,122.3621,110.8815
131.884,122.9906,111.3272
136.1593,127.5631,115.7152
137.4464,129.014,117.1885
136.5339,128.1671,116.5302
133.5328,125.2425,113.7891
133.7353,125.7659,114.2392
133.8852,125.8685,114.2132
132.5587,124.9585,113.5083
133.7634,126.2926,114.8426
133.2022,125.7568,114.4628
133.3186,126.0011,114.7754
132.3575,125.2905,114.1166
131.3437,124.0598,113.0317
130.342,123.2644,112.3492
131.2807,124.1499,113.0901
132.239,125.0631,114.0061
132.7603,125.746,114.6891
132.5137,125.685,114.4428
133.322,126.3381,115.166
133.1955,126.2347,115.1346
133.7377,126.7804,115.5208
134.8791,127.9497,116.4288
134.3475,126.1258,114.3224
133.3455,125.0909,113.08
132.7721,124.4749,112.6432
132.1326,123.7687,112.0204
131.9086,123.6124,111.835
131.6033,123.3625,111.566
131.7215,123.6368,112.0497
130.8874,122.872,111.2049
130.3096,122.1446,110.5608
130.9441,122.7751,111.1839
132.1879,123.9598,112.1821
130.7433,122.5854,111.0773
130.1204,121.9067,110.5214
131.0477,123.017,111.5933
131.3336,123.5054,112.0752
131.1473,123.1958,111.9872
130.6175,122.8629,111.3537
128.9506,120.9297,109.6305
128.6992,120.6567,109.3675
128.6609,120.5922,109.4025
127.2852,119.152,108.1175
127.3326,118.9843,107.8294
127.9916,119.6716,108.2309
129.6643,121.5337,109.9521
131.2687,123.2049,111.953
130.9552,123.0122,111.8158
131.8157,123.5638,112.316
131.6713,123.229,112.1097
132.1001,123.6567,112.6165
131.415,123.0991,112.1829
134.6493,125.6459,113.1287
136.7911,127.7541,115.1041
137.4479,128.2441,115.4911
136.8454,127.5898,114.5799
135.581,126.3623,113.4108
134.7065,125.5462,112.6073
134.5367,125.4174,112.6422
133.1403,124.0793,111.2413
141.5222,127.6909,108.7913
139.2548,125.3861,106.6984
139.4224,125.4257,106.8996
138.3541,124.3946,105.5756
137.2477,123.1678,104.2841
137.4414,123.4569,104.674
137.8446,123.9964,105.0608
139.5498,125.5576,106.2706
140.2073,126.4886,107.6539
140.8862,127.297,108.4351
140.5967,127.2099,108.5031
140.5906,127.405,109.0588
140.0737,127.047,108.8624
138.5555,125.6959,107.7821
137.2705,124.4942,106.6885
138.8189,125.9827,108.0274
139.9956,127.1569,109.5817
141.4864,128.8494,111.0962
140.6327,127.8332,110.6118
140.4464,127.641,110.2887
138.6762,126.0086,108.743
138.6301,125.9621,108.5016
138.4935,125.8154,108.4626
138.4547,125.7077,107.919
137.8888,124.9116,107.0494
135.1816,121.9094,103.6056
134.9301,121.3093,102.5777
134.2081,120.0444,101.0012
136.0405,121.8125,102.4919
139.3266,124.7593,105.1327
142.9519,128.4169,108.6737
142.864,128.3273,108.5755
142.0408,127.6095,107.7935
141.8048,127.3912,107.7066
140.6349,126.1023,106.3418
140.2356,125.6714,105.7311
140.2956,125.8523,106.1113
140.771,126.1158,106.5177
143.8118,129.1638,109.6205
143.579,128.9208,109.1576
141.794,127.4161,107.7861
142.7139,128.1574,108.4962
143.7973,129.3353,109.1993
145.8787,131.3053,111.3305
148.343,133.7439,113.4185
147.5615,134.4043,115.0048
145.5999,132.3014,112.7941
143.0046,130.9561,112.4409
143.9253,131.8118,113.5485
144.1555,132.2656,114.059
144.3782,132.3409,113.9466
145.9066,133.9227,115.563
146.0223,134.1389,115.8083
145.5834,133.5604,115.3861
146.3204,134.4437,116.1474
145.9089,133.9748,115.8996
144.8654,132.9303,114.5172
143.4402,131.5542,113.2608
143.6963,131.7325,113.168
142.831,130.8792,112.1862
140.919,128.7546,110.2615
140.3834,128.4141,110.1744
139.8787,127.9189,109.5715
138.7555,126.8569,109.2299
137.1612,125.6354,108.1101
134.3684,122.6839,105.6216
131.5337,119.5367,102.1759
131.9705,119.6816,102.0853
131.7446,118.9542,100.5057
131.7316,117.519,98.2787
133.2745,119.6148,101.8041
136.5943,123.0829,105.2891
140.9437,127.8586,110.0897
144.5802,130.6701,110.9488
144.6856,130.979,111.6845
143.7802,130.1198,110.6233
137.2789,123.917,105.2334
139.1942,126.0214,107.106
138.8089,126.0049,107.9253
137.0766,123.9578,105.8294
137.2354,124.1862,106.1072
140.0162,127.3015,109.2309
141.7552,128.9929,111.4447
139.6404,127.2872,110.1094
137.7113,125.2295,107.7061
136.6008,124.0978,106.5371
136.8914,124.2222,106.8814
137.3355,124.5454,106.9167
137.8783,125.011,107.073
139.2766,126.3106,107.8789
138.4265,125.4734,107.4685
136.3889,123.3768,105.6745
136.3077,123.4118,105.8426
136.9406,124.1182,106.5064
138.0771,125.3173,107.5108
137.5935,124.9595,106.9717
137.0304,124.2308,106.0446
136.3506,123.3597,105.0513
138.2669,125.3623,107.0087
139.0606,126.2317,108.2423
138.0986,125.4076,107.7823
136.8695,124.2733,106.7787
137.4403,124.7732,107.2088
139.1775,126.41,108.6631
140.9263,128.1961,110.5383
142.0771,128.8654,110.3333
140.9762,127.8422,109.7487
140.1568,126.9358,108.9453
139.6306,126.2634,108.4523
138.6671,125.3255,107.5691
140.5916,127.2413,108.4571
139.6478,126.3511,107.8083
137.6671,124.5055,106.3657
138.0713,124.7829,106.5413
138.9069,125.532,107.3887
140.0256,126.5799,108.2117
140.9988,127.4668,108.709
140.0855,126.3808,107.7356
139.7875,126.1443,107.4655
139.4808,125.9922,107.3747
140.7397,127.0504,108.2097
141.4087,127.5709,108.7776
139.6019,126.115,107.4573
138.976,125.6237,106.7974
138.9367,125.4115,106.6604
138.8589,125.3495,106.4677
139.2813,125.5522,106.7805
139.5911,125.9609,106.9577
139.4163,125.6531,106.7986
139.4139,125.8397,107.025
139.8936,126.0698,107.3732
139.6834,126.0965,107.3079
139.5565,125.9875,107.3014
139.182,125.6317,106.9403
138.8179,125.2796,106.5745
138.3045,124.7296,106.2838
138.4035,124.734,106.1359
138.9316,125.3355,106.5211
138.9956,125.3645,106.2596
139.9099,126.3936,107.5382
141.3149,127.488,108.7548
141.6188,127.8309,108.9698
139.9676,126.3597,107.3558
138.8544,125.1475,106.3436
138.5386,124.801,105.9477
138.9228,125.3621,106.0967
138.7192,125.0301,105.8584
139.5895,126.1899,106.8009
139.8612,126.7036,108.1162
137.6488,124.5138,106.2349
136.8058,123.632,104.7873
137.251,123.5876,104.3594
136.7296,122.7973,103.5958
137.0499,122.5513,102.3922
130.8277,116.1325,95.9567
136.8361,122.1822,102.0608
137.5866,122.6685,102.1526
135.9708,120.8533,99.5142
136.277,120.3086,97.8994
134.6055,119.2547,100.1021
132.0711,118.0688,100.9413
132.0582,118.6239,102.3023
138.9332,126.1578,110.795
139.736,126.839,110.3585
137.926,124.9755,107.8942
138.8232,126.2973,109.3861
137.4747,125.2949,109.1963
133.0568,120.9124,104.4639
131.0206,118.5057,101.5251
131.7715,119.4092,103.3683
133.9871,121.6567,105.6993
135.5801,122.9932,106.5383
135.3869,122.6738,106.187
134.5629,121.8829,105.4136
135.6323,123.3503,106.8607
134.0459,122.3221,107.447
132.8186,121.4346,106.5105
137.7263,126.048,111.444
140.9955,129.9276,115.6874
139.1134,128.2387,114.6165
138.9318,127.1289,111.6049
136.8519,125.1262,109.2493
136.9737,124.4965,107.139
138.2011,125.5837,108.3383
138.2579,125.5945,107.9167
137.8732,124.9487,107.2772
140.2374,127.4146,110.1705
139.7008,127.0568,108.2313
139.154,126.455,107.7926
137.9181,124.3519,104.4406
139.8965,125.8392,105.8776
144.1357,130.4839,110.8124
141.7184,128.2832,108.9387
138.6797,125.1313,106.0584
138.8942,125.5391,106.1614
139.3433,126.0459,106.8552
138.1999,124.8439,105.6487
138.6008,125.3317,106.0992
139.1617,125.824,106.7513
139.1766,125.8313,106.5906
139.9709,126.8825,107.7553
140.1204,127.1409,108.0148
141.7396,128.7024,109.6065
142.8403,129.8661,111.3393
140.0533,126.8909,108.466
140.1356,127.0441,108.6692
138.4519,125.9936,108.2216
139.7938,127.4224,110.055
141.1145,128.3472,109.9209
141.4414,128.7821,110.3602
143.6574,130.7075,112.2229
144.0642,130.9836,112.2872
143.8197,130.6111,112.0268
143.9018,130.6325,111.8588
143.2657,130.119,111.0428
142.5568,129.0567,110.1621
142.7739,129.2465,109.9005
143.5362,129.662,110.0934
144.2443,130.4904,110.5846
144.7791,130.8734,110.9545
145.5869,131.3225,111.2422
146.425,132.1773,111.6667
146.6786,131.9241,111.3375
144.8699,130.66,110.5212
145.2115,131.0508,111.4279
145.2729,131.2464,111.9857
145.6327,131.7743,112.6136
145.3096,131.4651,112.1355
145.4336,131.5528,112.1994
143.7327,129.8674,110.6018
142.1295,128.4341,109.5009
141.7518,128.2837,109.4935
142.3939,128.9654,109.6674
144.7734,131.1506,111.3366
143.5733,130.1469,110.4942
142.8899,129.9178,110.9389
143.955,130.7933,111.5262
143.6983,130.1708,110.5781
145.3716,131.8633,112.203
142.9935,130.9275,113.8391
142.9628,130.9515,113.7277
143.8177,131.5764,114.2004
146.6173,134.1683,117.0764
145.0837,132.5907,115.2971
142.0849,129.6936,112.372
141.8614,129.581,112.2059
140.4148,128.0126,110.5278
139.0958,126.5727,109.0854
138.8738,126.7416,109.4245
138.9117,126.1491,107.8089
138.7601,126.1441,107.979
138.8987,125.996,107.518
137.7863,124.946,106.3569
137.6548,124.9227,106.5225
139.6261,126.8166,108.3814
140.5881,127.7916,109.1768
143.5775,130.7626,111.8401
142.7605,129.9333,111.1659
141.886,128.8743,110.5304
142.5038,129.8032,111.3216
142.5853,129.9242,111.4202
142.566,129.6308,111.273
143.713,130.8838,112.5545
143.3468,130.5884,112.1783
142.3884,129.74,111.4776
142.2911,129.5637,111.3345
142.2038,129.7135,111.4347
141.6856,129.1534,111.0731
141.7268,129.3053,111.2232
141.4175,129.0552,111.1122
142.0398,129.6057,111.7592
143.9027,131.6531,114.0315
144.7797,132.4757,114.9905
144.3904,132.4393,115.0591
144.868,133.046,115.7766
144.7957,133.2481,116.0374
143.939,132.1115,115.0511
144.6459,132.7909,115.8062
143.3375,131.809,114.9904
144.2864,132.9194,116.4214
143.7694,132.0171,114.6529
142.3397,130.7628,113.7398
141.41,129.7367,112.9302
140.078,128.5797,111.3236
139.2239,126.9558,109.5018
138.7827,126.6361,109.1123
139.3792,126.988,109.4767
138.8144,126.5067,108.813
138.1541,125.9024,108.7078
137.8121,125.8483,108.4962
137.8525,125.6954,108.3488
137.9032,125.7813,108.3697
137.7498,125.4487,108.3331
138.2081,125.9259,108.7671
137.6824,125.2934,108.1047
137.7254,125.067,106.8364
138.4448,125.8266,107.6734
137.647,124.9402,106.5922
137.9127,124.9172,106.0528
143.6189,130.6955,111.5699
138.3013,119.8075,94.2825
136.1054,122.6653,103.5847
142.2283,130.2672,112.4514
142.9411,131.0039,113.2576
142.7634,130.6332,113.0714
142.0482,129.9375,112.3994
142.1648,130.1868,112.5066
141.6667,129.6476,112.1251
141.4455,129.3937,111.8374
141.5092,129.5477,112.0833
141.7233,129.6152,112.1933
141.7645,129.6699,111.8376
142.7834,130.4998,112.842
143.4711,131.252,113.555
143.0998,131.1493,113.3645
141.9246,130.0698,112.529
141.9564,130.1574,112.7282
142.0215,130.0462,112.6963
143.3883,130.3199,112.1449
142.6338,129.8785,111.8265
143.6142,130.0405,111.1495
143.597,129.9765,111.1995
143.6585,129.9791,111.1269
142.6355,129.0455,110.1786
142.4392,128.9568,109.9785
142.1399,128.3593,109.5182
144.0704,130.3776,111.086
142.0239,128.5044,109.6493
142.7367,129.0813,109.9471
143.0041,129.167,109.5007
141.3655,127.4907,108.3169
141.6342,127.615,108.284
141.5911,127.52,107.9306
140.5644,126.5272,107.2698
141.5747,127.5496,108.1704
140.0405,126.8832,108.0763
140.4762,127.3602,108.5446
140.0662,127.0398,108.194
142.9957,129.444,109.605
140.0805,127.6822,109.452
139.8434,127.2858,109.143
140.413,127.819,109.4028
139.3884,126.9297,108.8857
139.136,126.7994,108.7622
141.8361,129.356,110.2796
143.2777,130.4531,111.7324
142.2732,129.8654,111.6225
142.7253,130.2626,111.8234
142.8338,130.4268,112.0357
142.6846,130.2133,111.9875
143.2592,130.6817,112.4385
141.9414,129.3003,111.0922
140.6764,128.1402,110.0983
140.384,127.8746,109.745
147.6531,133.68,115.2813
147.3059,133.5807,115.2889
147.5353,133.8928,115.4628
147.1357,133.5195,114.9564
147.362,133.6486,115.2221
147.9956,134.3421,115.9416
148.3275,134.5505,116.0238
148.2887,134.5058,116.11
148.0444,134.2834,115.6407
149.5029,135.4042,116.8369
149.8374,135.664,116.628
150.5391,136.1208,116.2165
145.1032,131.1632,112.7676
148.9053,134.2879,114.3927
146.5896,132.2896,113.611
146.0947,131.8728,113.4475
148.602,134.2463,114.5781
145.1352,131.1854,112.7727
145.3201,131.3639,113.0756
146.4167,132.5803,113.8296
145.7055,131.9258,113.576
146.1469,132.3398,113.6705
145.6114,131.855,113.4241
147.1704,133.2729,114.4471
150.0199,135.7396,116.9472
147.1519,133.4071,114.8851
147.2337,133.4777,114.8635
147.0013,133.0846,114.672
147.0972,133.275,114.7007
146.764,132.8352,114.4246
146.8432,133.1246,114.6844
148.077,133.8876,115.3469
148.216,134.1025,115.7148
146.8474,133.0228,114.5571
148.2464,134.4641,116.0066
147.5261,133.7282,115.3097
148.0689,134.0359,115.6495
147.9413,134.0185,115.7488
147.2782,133.7576,115.3253
147.0769,133.376,114.9156
146.3636,132.5446,114.0487
148.3048,134.6514,116.1711
147.8472,134.1916,115.7141
147.4629,133.7668,115.375
147.0432,133.5649,115.3471
146.8937,133.2564,114.8868
146.9731,133.232,114.7994
147.0284,133.3,114.9528
147.3462,133.7657,115.3083
147.6673,134.0622,115.5227
148.4748,134.7341,116.4795
148.4033,134.9046,116.4088
148.9188,135.2812,116.8608
148.8753,135.4579,116.955
149.0555,135.547,117.0108
147.5152,133.9537,115.6001
146.7154,133.0714,114.7776
146.8605,133.0393,114.5639
147.9212,133.7315,115.4375
147.1771,133.3456,114.933
147.295,133.5963,115.3245
148.2594,134.5111,116.0609
149.136,135.402,116.636
147.4504,133.9218,115.4621
148.3183,134.6173,116.1631
146.7993,132.9936,114.783
147.5485,133.6632,115.2223
146.4417,132.6546,114.0884
146.8665,133.0913,114.6364
147.7783,133.8795,115.5678
148.6651,134.614,115.787
148.8549,135.1423,116.3517
149.3316,135.2664,116.651
147.1117,133.556,115.0073
146.5839,133.0329,114.5559
147.4564,133.7069,115.2575
147.147,133.4118,114.9967
147.1049,133.4848,114.8357
147.2284,133.6624,115.1319
146.2968,132.5775,114.3045
147.4967,133.6789,114.9859
148.6061,134.8761,116.0129
148.0635,134.1966,115.6334
149.709,135.5256,116.5021
148.7207,134.3867,115.1916
147.0042,132.8163,114.1016
147.2958,132.3653,113.4107
146.7848,132.1289,113.5236
148.6292,133.4043,114.3239
148.7853,133.7525,114.3836
146.4882,131.7476,112.7379
147.9964,133.0621,114.0153
147.6408,132.8383,113.917
148.6912,133.7558,114.5649
147.479,132.7889,114.114
146.861,132.3168,113.5706
145.969,131.4811,112.7841
149.7786,134.7734,115.3288
132.3506,121.8838,110.2742
132.1568,121.7978,110.1305
132.38,121.7867,110.2173
132.4668,121.8035,110.1473
133.3116,122.7848,110.6044
132.935,122.387,110.6484
134.8133,124.3163,112.2395
135.8016,125.4623,113.405
136.4518,126.1915,113.7965
134.6613,124.3594,112.0232
134.9017,124.1016,111.1234
133.1543,121.7347,108.6779
132.8983,121.1068,107.8213
134.0473,121.9595,108.4661
134.131,121.8549,108.6163
133.8747,121.8021,108.7885
133.0766,121.3809,108.2098
132.7733,120.8079,107.6787
132.977,120.6642,107.4482
133.2858,120.9793,107.6385
133.1425,121.0268,107.745
133.4172,121.301,107.9037
133.7096,121.6231,108.173
133.6557,121.4764,107.4601
133.1321,120.8364,107.5315
133.9496,121.5918,108.3374
134.934,122.9636,109.2465
134.2309,122.1573,109.0102
132.7775,121.1788,108.424
132.8944,121.4807,108.7311
132.9695,121.396,108.7596
131.8381,120.6331,108.1577
132.6679,121.3831,108.8117
131.5392,120.2543,107.8673
131.943,120.4206,107.9791
133.7782,121.8264,108.8798
133.6701,121.6856,108.6223
133.7605,121.9801,109.1186
133.8724,122.4027,109.2969
133.0107,121.3489,108.7547
132.8747,121.2357,108.6819
133.6839,121.9591,108.981
134.5071,122.8593,109.985
132.7866,121.6824,109.2019
133.004,121.9054,109.6439
132.2942,121.0218,108.7203
132.4617,121.0435,108.6637
131.4622,120.0553,107.6393
132.3535,120.7008,108.0714
132.3772,120.7218,108.1603
133.0279,121.3731,108.6032
132.335,120.9059,108.3502
132.3996,121.0004,108.5508
132.1605,120.9069,108.5569
132.1849,120.6856,108.4772
133.0916,121.6233,108.8753
131.8388,120.5069,107.881
131.9768,120.5423,107.9462
132.3338,121.0852,108.4155
133.3061,121.7874,108.9033
131.7963,120.3758,107.8267
132.7698,121.2688,108.5165
131.9575,120.3422,107.7732
132.855,121.2263,108.1601
131.7827,120.2034,107.5262
132.1894,120.5501,107.8324
132.3016,121.1041,108.4423
134.1242,122.5874,109.8907
133.4132,122.422,110.3377
133.8434,122.9408,110.7622
134.2178,123.3902,111.0636
133.335,122.403,110.1283
134.5383,123.5816,111.2958
133.6493,122.853,110.49
133.1118,121.8247,108.4147
132.026,119.6939,105.74
134.8436,122.1106,107.9271
135.8671,122.8168,108.2083
135.593,122.7927,107.7486
136.5157,123.5155,108.6697
138.2342,126.4344,112.6902
138.6932,127.0118,113.422
139.0035,127.3288,113.4242
135.1463,123.0582,108.9099
135.132,122.9338,109.4147
133.9482,122.4059,109.0312
134.0832,122.9254,110.0646
137.4153,126.2332,113.168
135.2488,124.7712,112.4343
132.6073,122.4141,109.8736
131.9395,121.4586,109.3451
132.7636,122.5823,110.0705
134.4557,123.9636,111.1578
135.0332,124.6137,111.806
133.9052,123.2381,110.7509
134.0789,123.3628,110.6174
133.0306,122.2157,109.328
133.6111,122.2007,108.9095
132.8871,121.5926,108.4865
134.1133,122.682,109.1211
133.1537,121.8604,108.8617
134.8945,123.0471,109.7706
133.9528,117.6434,96.4402
133.7184,117.4683,96.0746
134.49,118.2199,96.6899
134.2725,118.1425,96.7136
133.986,117.6778,96.5263
133.5895,117.32,96.1857
134.1521,117.7191,95.8882
133.5266,117.061,95.2127
133.7537,117.1999,95.4993
134.3315,117.3867,95.4898
134.0855,117.4969,95.5199
134.7489,117.9867,95.8022
133.6596,117.0485,95.2967
133.3727,116.7807,94.8452
133.3578,116.4875,94.4857
133.4252,116.4498,94.5901
133.5986,116.566,94.743
133.7343,116.8063,94.6974
133.7248,116.7265,94.8035
133.809,116.7488,94.8474
133.8126,116.6823,94.6377
134.3589,117.1941,94.9282
134.1846,117.2139,94.6916
133.8981,116.804,94.4588
135.1551,117.8356,95.3088
136.0133,118.5452,95.5966
135.5163,118.204,95.0769
135.3395,118.023,94.513
134.7967,117.4614,93.9285
134.8739,117.4721,94.0509
135.5728,118.1302,94.5947
136.6721,118.9537,95.0785
136.5301,118.7423,94.9212
137.213,118.9613,94.8848
136.6014,118.6411,94.5548
136.9176,118.8109,94.5917
137.6298,119.6741,95.6177
136.9301,119.1077,95.2856
136.2156,118.4863,94.7347
136.1412,118.2824,94.5788
135.5855,117.9109,94.0601
136.1676,118.2799,94.301
136.1452,118.3125,94.3286
135.6454,118.0124,94.3399
135.5722,117.9797,94.0823
135.5587,117.6168,93.7688
134.4788,117.3539,94.0101
134.8411,117.4347,93.8635
134.8797,117.4929,94.0566
134.9949,117.6345,94.0767
135.0357,117.6899,94.1095
135.2744,117.7521,94.1993
135.2833,117.7048,94.0134
134.827,117.2833,93.5851
135.1818,117.472,93.4846
134.5122,116.9168,93.0011
134.5906,117.0158,93.2586
135.0756,117.533,93.5256
135.83,118.1045,94.0785
136.0957,118.3416,94.2134
136.04,118.2095,94.1045
135.7681,118.0148,93.8593
135.9471,118.2227,94.0548
135.9962,118.2029,94.0705
135.6651,117.991,93.9493
135.6427,117.8569,93.8444
136.0574,118.2655,94.104
135.9654,118.2455,93.9992
136.6532,118.7642,94.2274
135.9096,118.0126,93.7268
136.2813,118.5101,94.162
136.2942,118.5931,94.3637
136.4592,118.638,94.3678
136.204,118.2589,93.962
136.5523,118.4985,94.145
136.9932,118.9158,94.6249
138.4155,120.4265,95.6362
